outside EPL,50.668179,4.620786,50.66821,4.62087
University squire,50.669756,4.615360,50.66982,4.61531
Outside Sport center,50.670277,4.602024,50.67009,4.60185
Grand place,50.669313,4.611813,50.66931,4.61177
Lake,50.665205,4.602526,50.66526,4.60271
Aldi,50.663512,4.613638,50.66291,4.61339
